lic_no,patron_nm,descr,eff_date,exp_date,descr,work_phn_no,dba_nm,compute_0009,compute_0010,long_descr
0016021,ANDREW KAPPAS INC,Liquor On Sale - 100 seats or less,11/24/1993 00:00:00,1/31/2016 00:00:00,Active            ,6512919638,GOPHER BAR,241 7TH ST E ,"ST PAUL, MN 55101-2346",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 100 seats or less.
0016295,GRAND 7 SALOON INC,Liquor On Sale - 100 seats or less,3/10/1993 00:00:00,4/1/2016 00:00:00,Active            ,6512226104,GRAND 7 SALOON,315 7TH ST W ,"ST PAUL, MN 55102-2326",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 100 seats or less.
20150000321,LOWERTOWN CAFE LLC,Liquor On Sale - 100 seats or less,2/12/2015 11:21:59,2/12/2016 00:00:00,Pending           ,6514927676,HANDSOME HOG,400 SIBLEY ST STE 150,"ST PAUL, MN 55101",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 100 seats or less.
20030002280,MARK & TIM ENTERPRISES INC,Liquor On Sale - 100 seats or less,7/29/2003 00:00:00,7/29/2016 00:00:00,Active            ,6517351234,HOAGIES BAR,1900 STILLWATER AVE ,"ST PAUL, MN 55119-3711",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 100 seats or less.
20060003739,HOOVERS PUB LLC,Liquor On Sale - 100 seats or less,2/21/2007 00:00:00,2/21/2016 00:00:00,Active            ,6512222265,HOOVER'S PUB,755 JACKSON ST ,"ST PAUL, MN 55117-5536",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 100 seats or less.
0016294,MIDWAY ENTERPRISES LIMITED,Liquor On Sale - 100 seats or less,1/28/1997 00:00:00,3/31/2016 00:00:00,Active            ,6516463020,HOT RODS BAR & GRILL,1553 UNIVERSITY AVE W ,"ST PAUL, MN 55104-3903",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 100 seats or less.
0033570,JKR INC,Liquor On Sale - 100 seats or less,12/22/1997 00:00:00,12/22/2015 00:00:00,Active Pending Ren,6512930571,JOE AND STAN'S,949 7TH ST W ,"ST PAUL, MN 55102-3501",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 100 seats or less.
0016340,620 CLUB INC & DAHL'S 620 CLUB INC,Liquor On Sale - 100 seats or less,2/18/1997 00:00:00,4/30/2016 00:00:00,Active            ,6512273840,KEENAN'S 620 CLUB INC,620 7TH ST W ,"ST PAUL, MN 55102-3124",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 100 seats or less.
0096489,JK CORP OF ST PAUL,Liquor On Sale - 100 seats or less,5/1/1990 00:00:00,4/30/2016 00:00:00,Active            ,6512980099,KELLY'S FAMILY PUB BAR AND GRILL,241 KELLOGG BLVD E ,"ST PAUL, MN 55101-1408",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 100 seats or less.
20030001125,SOLDI INC,Liquor On Sale - 100 seats or less,2/18/2008 00:00:00,10/9/2016 00:00:00,Active            ,6512211061,LA GROLLA,452 SELBY AVE ,"ST PAUL, MN 55102-1727",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 100 seats or less.
20030004659,JSR INC A MINNESOTA CORPORATION,Liquor On Sale - 100 seats or less,12/3/2008 00:00:00,12/3/2015 00:00:00,Active Pending Ren,6514884469,LONETTI'S LOUNGE,1091 RICE ST ,"ST PAUL, MN 55117-4920",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 100 seats or less.
20150002452,J & A INC,Liquor On Sale - 100 seats or less,10/12/2015 00:00:00,10/12/2016 00:00:00,Pending           ,,LOS OCAMPOS,615 UNIVERSITY AVE W ,"ST PAUL, MN 55103-1940",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 100 seats or less.
20010002326,MEE LEE MOUA,Liquor On Sale - 100 seats or less,6/28/2002 00:00:00,6/14/2016 00:00:00,Active            ,6514887622,MALINA'S SPORTS BAR AND GRILL,691 DALE ST N ,"ST PAUL, MN 55103-1510",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 100 seats or less.
20070004088,TIMING & CHEMISTRY INC,Liquor On Sale - 100 seats or less,11/14/2007 00:00:00,11/14/2015 00:00:00,Active Pending Ren,6512225670,MERITAGE,410 ST PETER ST ,"ST PAUL, MN 55102-1105",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 100 seats or less.
20130005374,MOUNDS PARK SPORTS BAR LLC,Liquor On Sale - 100 seats or less,8/21/2014 00:00:00,8/19/2016 00:00:00,Active            ,6515001526,MOUNDS PARK SPORTS BAR,1067 HUDSON ROAD ,"ST PAUL, MN 55106-6107",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 100 seats or less.
20070000508,COASTER DREAMS LLC,Liquor On Sale - 100 seats or less,10/21/2013 00:00:00,4/27/2016 00:00:00,Active            ,6512223301,NGON VIETNAMESE BISTRO,799 UNIVERSITY AVE W ,"ST PAUL, MN 55104-4806",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 100 seats or less.
20090002244,BIS LIQUORS INC,Liquor On Sale - 100 seats or less,10/13/2009 00:00:00,6/1/2016 00:00:00,Active            ,6514899858,NICKELS SPORTS BAR,501 BLAIR AVE ,"ST PAUL, MN 55103-1636",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 100 seats or less.
20140001654,ZATENG EMPIRE CORP,Liquor On Sale - 100 seats or less,12/24/2014 00:00:00,10/3/2016 00:00:00,Active            ,6517853736,PLAN B LOUNGE,879 RICE ST ,"ST PAUL, MN 55117-5421",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 100 seats or less.
20110005029,DAY-THOM INC,Liquor On Sale - 100 seats or less,3/10/2012 00:00:00,3/10/2016 00:00:00,Active            ,6517747273,PORKY'S BAR,1080 PAYNE AVE ,"ST PAUL, MN 55130-3843",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 100 seats or less.
20140000394,DOUBLE BLACK DIAMOND INC,Liquor On Sale - 100 seats or less,6/5/2014 00:00:00,6/5/2016 00:00:00,Active            ,6517890545,RED COW,393 SELBY AVE ,"ST PAUL, MN 55102-1724",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 100 seats or less.
20140003421,ST D LLC,Liquor On Sale - 100 seats or less,6/23/2015 00:00:00,6/1/2016 00:00:00,Active            ,,SAINT DINETTE,261 5TH ST E ,"ST PAUL, MN 55101",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 100 seats or less.
20110004795,COMPLETE BEVERAGE SERVICE INC,Liquor On Sale - 100 seats or less,2/2/2012 00:00:00,7/1/2016 00:00:00,Active            ,8005507750,SEVENTH STREET SOCIAL,2176 7TH ST W ,"ST PAUL, MN 55116-3152",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 100 seats or less.
20130003592,VASQUEZ INC,Liquor On Sale - 100 seats or less,10/7/2013 00:00:00,10/6/2015 00:00:00,Delinquent        ,6514934660,SHADEY'S,674 DODD ROAD ,"ST PAUL, MN 55107-3639",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 100 seats or less.
0022440,COLLEEN M HUMPHREYS,Liquor On Sale - 100 seats or less,4/30/1995 00:00:00,4/30/2016 00:00:00,Active            ,6517765090,SHERWOOD LOUNGE,1418 WHITE BEAR AVE N ,"ST PAUL, MN 55106-2403",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 100 seats or less.
20110001774,SKARDA'S BAR LLC,Liquor On Sale - 100 seats or less,10/1/2011 00:00:00,10/1/2016 00:00:00,Active            ,6512240658,SKARDA'S,728 ARMSTRONG AVE ,"ST PAUL, MN 55102-3804",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 100 seats or less.
20000003940,SKINNER'S PUB INC,Liquor On Sale - 100 seats or less,11/1/2000 00:00:00,11/1/2016 00:00:00,Active Pending Ren,6512281947,SKINNER'S PUB,919 RANDOLPH AVE ,"ST PAUL, MN 55102-3345",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 100 seats or less.
20060003599,PAUL'S LOUNGE LLC,Liquor On Sale - 100 seats or less,12/22/2006 00:00:00,12/9/2015 00:00:00,Active Pending Ren,6517741099,ST PAUL SALOON,1045 HUDSON ROAD ,"ST PAUL, MN 55106-6106",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 100 seats or less.
20140001008,CPSP INC,Liquor On Sale - 100 seats or less,8/25/2014 00:00:00,8/25/2016 00:00:00,Active            ,,SWEET PEA'S,472 SNELLING AVE S ,"ST PAUL, MN 55105-2147",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 100 seats or less.
0016396,P L A B INC,Liquor On Sale - 100 seats or less,11/24/1993 00:00:00,1/31/2016 00:00:00,Active            ,6514885773,TED'S RECREATION,1084 LARPENTEUR AVE W ,"ST PAUL, MN 55113-6508",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 100 seats or less.
20040004132,ANVIL PROPERTIES INC,Liquor On Sale - 100 seats or less,10/6/2004 00:00:00,9/29/2016 00:00:00,Active            ,6514896310,THE FOUNDRY PUB,1201 JACKSON ST ,"ST PAUL, MN 55117-4611",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 100 seats or less.
20020002501,MUDDY PIG INC,Liquor On Sale - 100 seats or less,6/26/2002 00:00:00,6/15/2016 00:00:00,Active            ,6512541030,THE MUDDY PIG,162 DALE ST N ,"ST PAUL, MN 55102-2028",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 100 seats or less.
0016384,859 RANDOLPH AVE CORP,Liquor On Sale - 100 seats or less,3/10/1993 00:00:00,4/28/2016 00:00:00,Active            ,6512247433,THE SPOT BAR,859 RANDOLPH AVE ,"ST PAUL, MN 55102-3418",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 100 seats or less.
20070004398,THE STRIP CLUB MEAT & FISH LLC,Liquor On Sale - 100 seats or less,1/1/2009 00:00:00,1/1/2016 00:00:00,Active            ,6517936247,THE STRIP CLUB MEAT & FISH,378 MARIA AVE ,"ST PAUL, MN 55106-5191",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 100 seats or less.
20140000653,TONGUE IN CHEEK LLC,Liquor On Sale - 100 seats or less,6/18/2014 00:00:00,6/18/2016 00:00:00,Active            ,6518886148,TONGUE IN CHEEK,987 PAYNE AVE ,"ST PAUL, MN 55130-3901",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 100 seats or less.
20140001195,VIET TRADE USA CORP LTD,Liquor On Sale - 100 seats or less,12/23/2014 00:00:00,12/1/2015 00:00:00,Active Pending Ren,,TRACKS BAR & GRILL,1964 UNIVERSITY AVE W ,"ST PAUL, MN 55104-3432",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 100 seats or less.
20070003867,KIB PROPERTIES INC,Liquor On Sale - 100 seats or less,12/21/2007 00:00:00,12/21/2015 00:00:00,Active Pending Ren,6516463536,TREND BAR,1537 UNIVERSITY AVE W ,"ST PAUL, MN 55104-3905",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 100 seats or less.
0016290,ANDCHI INC,Liquor On Sale - 100 seats or less,12/27/1993 00:00:00,2/29/2016 00:00:00,Active            ,6517723355,VOGEL'S LOUNGE,1112 ARCADE ST ,"ST PAUL, MN 55106-2614",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 100 seats or less.
20120000549,E S B FOOD AND DRINK LLC,Liquor On Sale - 100 seats or less,11/7/2012 00:00:00,11/7/2015 00:00:00,Active Pending Ren,6513488181,WARD 6,858 PAYNE AVE ,"ST PAUL, MN 55130-4177",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 100 seats or less.
20140003742,THE TERRACE AT IRIS PARK LLC,Liquor On Sale - 100 seats or less,3/15/2015 00:00:00,3/15/2016 00:00:00,Active            ,6516328856,WATTERS PUB,502 LYNNHURST AVE E ,"ST PAUL, MN 55104-3406",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 100 seats or less.
0050287,CHEL KEV INC,Liquor On Sale - 100 seats or less,9/14/2008 00:00:00,9/14/2016 00:00:00,Active            ,6512243155,WILLARD'S LIQUORS,738 THOMAS AVE ,"ST PAUL, MN 55104-2745",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 100 seats or less.
19980003430,BAISI INC,Liquor On Sale - 101-180 Seats,12/1/2008 00:00:00,12/1/2015 00:00:00,Active Pending Ren,6512247717,ALARY'S,139 7TH ST E ,"ST PAUL, MN 55101-2333",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
0054523,METRO BAR & GRILL INC,Liquor On Sale - 101-180 Seats,11/30/2008 00:00:00,12/31/2015 00:00:00,Active            ,6516425975,ARNELLIA'S,1183 UNIVERSITY AVE W ,"ST PAUL, MN 55104-4124",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
20060002522,BENNETT RESTAURANT COMPANY LLC,Liquor On Sale - 101-180 Seats,8/1/2008 00:00:00,8/1/2016 00:00:00,Active            ,6512281408,BENNETT'S CHOP AND RAILHOUSE,1305 7TH ST W ,"ST PAUL, MN 55102-4135",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
20070004407,PACIFIC LODGING LLC,Liquor On Sale - 101-180 Seats,10/1/2011 00:00:00,9/16/2016 00:00:00,Active            ,6516471637,BEST WESTERN BANDANA SQUARE,1010 BANDANA BLVD W ,"ST PAUL, MN 55108-5107",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
20100002266,BURGER MOE'S INC,Liquor On Sale - 101-180 Seats,6/15/2010 00:00:00,6/15/2016 00:00:00,Active            ,6514029244,BURGER MOE'S,242 7TH ST W ,"ST PAUL, MN 55104-3549",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
20070001039,THE SHOE FACTORY LLC,Liquor On Sale - 101-180 Seats,6/11/2008 00:00:00,5/25/2016 00:00:00,Active            ,6512902290,CAMP BAR TWIN CITIES,490 ROBERT ST N ,"ST PAUL, MN 55101-2246",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
0067334,CITY OF ST PAUL PARKS & REC,Liquor On Sale - 101-180 Seats,6/4/2010 00:00:00,6/4/2016 00:00:00,Active            ,6512666445,COMO LAKESIDE PAVILION,1360 LEXINGTON PKWY N ,"ST PAUL, MN 55103-1060",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
20140000557,CITY OF ST PAUL PARKS & RECREATION,Liquor On Sale - 101-180 Seats,4/18/2014 00:00:00,4/18/2016 00:00:00,Active            ,6514889673,COMO PARK GOLF COURSE & CLUB HOUSE,1431 LEXINGTON PKWY N ,"ST PAUL, MN 55103-1060",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
20150001683,BUTTER AND GUNS LLC,Liquor On Sale - 101-180 Seats,6/11/2015 15:27:01,6/10/2016 15:24:30,Pending           ,6122212221,DARK HORSE,250 7TH ST E ,"ST PAUL, MN 55101-2349",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
0018675,EL BURRITO MARKET INC,Liquor On Sale - 101-180 Seats,3/20/2013 00:00:00,4/1/2016 00:00:00,Active            ,,EL BURRITO MERCADO,175 CESAR CHAVEZ ST ,"ST PAUL, MN 55107-2309",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
20070000100,LTF RESTAURANT COMPANY LLC,Liquor On Sale - 101-180 Seats,12/15/2008 00:00:00,12/15/2015 00:00:00,Active Pending Ren,6512097776,FACES MEARS PARK,380 JACKSON ST ,"ST PAUL, MN 55101-1911",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
20110000244,TEW LLC,Liquor On Sale - 101-180 Seats,2/2/2011 00:00:00,2/2/2016 00:00:00,Active            ,6516463066,GABE'S BY THE PARK,991 LEXINGTON PKWY N ,"ST PAUL, MN 55103-1107",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
0035114,ELEMEL INC,Liquor On Sale - 101-180 Seats,3/1/2008 00:00:00,2/29/2016 00:00:00,Active            ,6517781065,GOVERNOR'S,959 ARCADE ST ,"ST PAUL, MN 55106-3850",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
20040004822,GREAT WATERS BREWING COMPANY,Liquor On Sale - 101-180 Seats,12/11/2008 00:00:00,12/11/2015 00:00:00,Active Pending Ren,6512242739,GREAT WATERS BREWING COMPANY,426 ST PETER ST ,"ST PAUL, MN 55102-1105",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
0016351,T & M TOP HAT INC,Liquor On Sale - 101-180 Seats,4/1/2008 00:00:00,4/1/2016 00:00:00,Active            ,6512281347,HAT TRICK LOUNGE,134 5TH ST E ,"ST PAUL, MN 55101-1622",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
20100002397,HEARTLAND RESTAURANT & LOUNGE INC,Liquor On Sale - 101-180 Seats,7/14/2010 00:00:00,6/1/2016 00:00:00,Active            ,6516993536,HEARTLAND,289 5TH ST E ,"ST PAUL, MN 55101-2246",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
0092598,J R MAC INC,Liquor On Sale - 101-180 Seats,4/30/2008 00:00:00,4/30/2016 00:00:00,Active            ,6512248482,J R MAC'S,1420 7TH ST W ,"ST PAUL, MN 55102-4206",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
20040000766,JC & MTM INC,Liquor On Sale - 101-180 Seats,5/28/2008 00:00:00,5/28/2016 00:00:00,Active            ,6516469283,JOHNNY BABY'S,981 UNIVERSITY AVE W ,"ST PAUL, MN 55104-4705",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
0016383,SANTOS CORPORATION,Liquor On Sale - 101-180 Seats,1/1/2009 00:00:00,1/1/2016 00:00:00,Active            ,6512273156,LA CUCARACHA RESTAURANT,36 DALE ST S ,"ST PAUL, MN 55102-2608",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
20020000805,L L ENTERTAINMENT SERVICES INC,Liquor On Sale - 101-180 Seats,4/26/2008 00:00:00,4/1/2016 00:00:00,Active            ,6514899200,LAMPLIGHTER LOUNGE,160 LARPENTEUR AVE W ,"ST PAUL, MN 55113-6704",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
20100005167,LOS OCAMPO MEXICAN RESTAURANT INC,Liquor On Sale - 101-180 Seats,1/25/2011 00:00:00,1/1/2016 00:00:00,Active            ,6123849959,LOS OCAMPO MEXICAN RESTAURANT ,1751 SUBURBAN AVE ,"ST PAUL, MN 55106-6620",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
20120005867,THE EASTSIDERS BAR INC,Liquor On Sale - 101-180 Seats,3/25/2013 00:00:00,12/28/2015 00:00:00,Active            ,6517715363,LOUIE'S BAR,883 PAYNE AVE ,"ST PAUL, MN 55130-4101",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
0090805,N M L CORPORATION,Liquor On Sale - 101-180 Seats,1/1/2009 00:00:00,1/1/2016 00:00:00,Active            ,6512911236,MOSCOW ON THE HILL,371 SELBY AVE ,"ST PAUL, MN 55102-1822",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
20110000863,NICK'S ORIG CONEY ISL TAVERN & CAFE LLC ,Liquor On Sale - 101-180 Seats,4/30/2011 00:00:00,4/30/2016 00:00:00,Active            ,6512248287,ORIGINAL CONEY ISLAND,444 ST PETER ST ,"ST PAUL, MN 55102-1107",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
20150002190,OX CART ALE HOUSE ROOFTOP LLC,Liquor On Sale - 101-180 Seats,7/20/2015 09:32:31,7/19/2016 00:00:00,Pending           ,6129194027,OX CART ALE HOUSE ROOFTOP,255 6TH ST E ,"ST PAUL, MN 55101",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
0065734,D P MCCUE INC,Liquor On Sale - 101-180 Seats,6/26/2008 00:00:00,6/26/2016 00:00:00,Active            ,6516992227,PLUM'S NEIGHBORHOOD BAR & GRILL,480 SNELLING AVE S ,"ST PAUL, MN 55105-2147",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
20140001202,KAVIN CHOUA THAO,Liquor On Sale - 101-180 Seats,7/23/2014 00:00:00,7/23/2016 00:00:00,Active            ,6513302371,PUPRAYA THAI RESTAURANT,945 RICE ST UNIT A,"ST PAUL, MN 55117",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
20100000062,RAS ETHIOPIAN BAR & RESTAURANT LLC,Liquor On Sale - 101-180 Seats,7/2/2010 00:00:00,1/1/2016 00:00:00,Active            ,6516986407,RAS RESTAURANT & LOUNGE,2516 7TH ST W ,"ST PAUL, MN 55116-2817",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
20150002529,LY BROTHERS LLC,Liquor On Sale - 101-180 Seats,10/19/2015 00:00:00,10/19/2016 00:00:00,Pending           ,,RED WOK,1626 WHITE BEAR AVE N ,"ST PAUL, MN 55106-1610",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
0016118,SAVOY INN INC,Liquor On Sale - 101-180 Seats,4/30/2009 00:00:00,4/30/2016 00:00:00,Active            ,6512271437,SAVOY INN,421 7TH ST E ,"ST PAUL, MN 55101-2433",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
20070004701,SAWATDEE ST PAUL LLC,Liquor On Sale - 101-180 Seats,8/29/2008 00:00:00,12/10/2015 00:00:00,Active Pending Ren,6515287106,SAWATDEE ST PAUL,486 ROBERT ST N ,"ST PAUL, MN 55101-2246",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
20120002446,EDEVELOPMENT LLC,Liquor On Sale - 101-180 Seats,5/30/2014 00:00:00,5/30/2016 00:00:00,Active            ,6513565061,SCHWIETZ'S SALOON,956 PAYNE AVE ,"ST PAUL, MN 55116-2825",LC409 The sale of liquor by the glass for consumption on the premises only where the establishment has 101 - 180 seats. 
